ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,Owner,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name,park_type,User Category
12504,631,Queen Alex Spray Park,10722 - 73 AVENUE NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/09/01,53.509733250402505,-113.50783327300591,"(53.509733250402505, -113.50783327300591)",POINT (-113.50783327300591 53.509733250402505),5330,QUEEN ALEXANDRA,spray,
708289,3677,Cy Becker Spray Park,270 Cy Becker Boulevard NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2018/09/14,53.634240728603984,-113.40702577234134,"(53.634240728603984, -113.40702577234134)",POINT (-113.40702577234134 53.634240728603984),2611,CY BECKER,spray,
12359,728,King Edward Spray Park,7708 - 85 STREET NW T6C4K9,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2006/09/01,53.513638813742986,-113.46090230560588,"(53.513638813742986, -113.46090230560588)",POINT (-113.46090230560588 53.513638813742986),6360,KING EDWARD PARK,spray,
12513,636,Royal Gardens Spray Park,4030 117 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2001/09/13,53.47809655258378,-113.53565943994904,"(53.47809655258378, -113.53565943994903)",POINT (-113.53565943994903 53.47809655258378),5430,ROYAL GARDENS,spray,
708360,3684,York Spray Park,5825 140 Avenue NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2018/09/14,53.60206178996983,-113.43129570554564,"(53.60206178996983, -113.43129570554564)",POINT (-113.43129570554564 53.60206178996983),2720,YORK,spray,
12576,826,Gallagher Spray Park,9325 - 97 AVENUE NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2011/12/31,53.53591871918118,-113.47181436990076,"(53.53591871918118, -113.47181436990076)",POINT (-113.47181436990076 53.53591871918118),6070,CLOVERDALE,spray,
508107,3628,Highlands Spray Park,11333 62 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2012/09/01,53.566970728683714,-113.43356215398418,"(53.566970728683714, -113.43356215398418)",POINT (-113.43356215398418 53.566970728683714),2330,HIGHLANDS,spray,
540455,3651,West Meadowlark Community Spray Park,9311 165 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2013/09/01,53.529445314151324,-113.60691266983608,"(53.529445314151324, -113.60691266983608)",POINT (-113.60691266983608 53.529445314151324),4590,WEST MEADOWLARK PARK,spray,
679258,3708,Rio Terrace Spray Deck,7608 - 154 STREET NW T5R1R7,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2017/12/31,53.50825301459019,-113.58978136218522,"(53.508253014590196, -113.58978136218522)",POINT (-113.58978136218522 53.508253014590196),4430,RIO TERRACE,spray,
12231,2783,Grovenor Spray Park,14325 - 104 AVENUE NW T5N0W9,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2011/09/01,53.54581710779951,-113.56804946114772,"(53.54581710779951, -113.56804946114772)",POINT (-113.56804946114772 53.54581710779951),3210,GROVENOR,spray,
12497,1060,Mill Woods Spray,2730 - 66 STREET NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2014/08/01,53.45508354726353,-113.4360917667628,"(53.45508354726353, -113.43609176676279)",POINT (-113.43609176676279 53.45508354726353),6510,MILL WOODS PARK,spray,
12361,730,Mary Finlay Spray Park,10150 - 80 STREET NW T6A3H8,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2011/09/01,53.54328742485277,-113.45138844086034,"(53.54328742485277, -113.45138844086034)",POINT (-113.45138844086034 53.54328742485277),6230,FOREST HEIGHTS,spray,
449010,3615,Queen Elizabeth Spray Park,9100 Walterdale Hill NW,Spray Park,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2014/12/31,53.52721087886793,-113.50748098094604,"(53.52721087886793, -113.50748098094603)",POINT (-113.50748098094603 53.52721087886793),5390,RIVER VALLEY WALTERDALE,spray,
745514,3722,North Glenora Spray Deck,13637 109A Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2019/08/07,53.55506083528957,-113.55734015061265,"(53.55506083528957, -113.55734015061265)",POINT (-113.55734015061265 53.55506083528957),3310,NORTH GLENORA,spray,
12287,3520,Ellerslie Spray Park,Edwards Drive - 5 Ave SW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2011/12/31,53.42891554008855,-113.45866658685216,"(53.42891554008855, -113.45866658685215)",POINT (-113.45866658685215 53.42891554008855),6211,ELLERSLIE,spray,
542991,3653,Rosenthal Spray Park,1070 Rosenthal Blvd NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2015/10/02,53.51715167364844,-113.69888351701036,"(53.51715167364844, -113.69888351701036)",POINT (-113.69888351701036 53.51715167364844),4750,ROSENTHAL,spray,
534008,3646,Tipton Spray Park,10849 81 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2013/09/01,53.51640677348283,-113.51085527100082,"(53.51640677348283, -113.51085527100082)",POINT (-113.51085527100082 53.51640677348283),5330,QUEEN ALEXANDRA,spray,
12386,767,Killarney Spray Park,8720 130A Avenue NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/05/01,53.59068732446384,-113.47520833004904,"(53.59068732446384, -113.47520833004904)",POINT (-113.47520833004904 53.59068732446384),2420,KILLARNEY,spray,
12229,2781,Eastwood Spray,11803 - 86 STREET NW T5B3J9,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2006/09/01,53.57073598373799,-113.47219903379374,"(53.57073598373799, -113.47219903379374)",POINT (-113.47219903379374 53.57073598373799),1100,EASTWOOD,spray,
12502,627,Elmwood/John Devolder Spray Park,16415 83 AVENUE NW T5R3V8,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2010/12/31,53.51601436516919,-113.60592680813583,"(53.51601436516919, -113.60592680813585)",POINT (-113.60592680813585 53.51601436516919),4140,ELMWOOD,spray,
12563,778,Queen Mary Spray Park,10844 117 STREET NW T5H3N5,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2006/09/01,53.55427052227871,-113.52441572905926,"(53.55427052227871, -113.52441572905926)",POINT (-113.52441572905926 53.55427052227871),1180,QUEEN MARY PARK,spray,
708290,3677,Cy Becker Spray Park,270 Cy Becker Boulevard NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2018/09/14,53.634261520268296,-113.40740165840428,"(53.634261520268296, -113.40740165840427)",POINT (-113.40740165840427 53.634261520268296),2611,CY BECKER,spray,
12228,2762,Riverdale Spray Park,9231 - 100 AVENUE NW T5H0A4,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2005/09/01,53.541518992472014,-113.47307625483498,"(53.541518992472014, -113.47307625483498)",POINT (-113.47307625483498 53.541518992472014),1210,RIVERDALE,spray,
431687,3481,Central McDougall Spray Park,10630 109 Avenue NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2011/09/01,53.55520311417628,-113.50330841551654,"(53.55520311417628, -113.50330841551654)",POINT (-113.50330841551654 53.55520311417628),1030,CENTRAL MCDOUGALL,spray,
12387,772,Montrose Spray Park,5955 - 120 AVENUE NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2011/07/01,53.572916482080515,-113.43307861893184,"(53.572916482080515, -113.43307861893184)",POINT (-113.43307861893184 53.572916482080515),2550,MONTROSE,spray,
12501,626,Laurier Heights Spray Park,14425 - 85 AVENUE NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2008/09/01,53.516569068187195,-113.56911286456494,"(53.516569068187195, -113.56911286456494)",POINT (-113.56911286456494 53.516569068187195),3270,LAURIER HEIGHTS,spray,
12503,630,Greenfield Spray Park,3755 - 114 STREET NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2009/09/01,53.4734942164016,-113.52563879024852,"(53.4734942164016, -113.52563879024851)",POINT (-113.52563879024851 53.4734942164016),5220,GREENFIELD,spray,
12619,2621,Woodcroft Spray Park,13831 - 114 AVENUE NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2012/05/01,53.56455221863649,-113.56187534857725,"(53.56455221863649, -113.56187534857725)",POINT (-113.56187534857725 53.56455221863649),3450,WOODCROFT,spray,
12278,2741,Ottewell Spray Park,5920 - 93A AVENUE NW T6B0X2,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/05/01,53.5307158620625,-113.42444560365136,"(53.5307158620625, -113.42444560365136)",POINT (-113.42444560365136 53.5307158620625),6550,OTTEWELL,spray,
12643,2340,Ellingson Spray Park,6510 - 111 STREET NW T6H5W2,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2011/12/31,53.50311206614411,-113.51747573323524,"(53.50311206614411, -113.51747573323524)",POINT (-113.51747573323524 53.50311206614411),5310,PARKALLEN,spray,
12496,1020,Alberta Avenue Spray,9210 - 118 AVENUE NW T5G0N2,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,1995/01/01,53.57121056356966,-113.4835519927576,"(53.57121056356966, -113.48355199275761)",POINT (-113.48355199275761 53.57121056356966),1010,ALBERTA AVENUE,spray,
535649,3647,Spruce Avenue Spray Park,11424 - 102 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2013/09/01,53.56537259079458,-113.49771049322538,"(53.56537259079458, -113.49771049322538)",POINT (-113.49771049322538 53.56537259079458),1230,SPRUCE AVENUE,spray,
12202,189,Kensington Spray Park,12130 - 134B AVENUE NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2013/09/01,53.59582100486922,-113.53111849615006,"(53.59582100486922, -113.53111849615006)",POINT (-113.53111849615006 53.59582100486922),3250,KENSINGTON,spray,
12201,186,Wellington Spray Park,13440 - 132A Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2001/09/13,53.596122967249066,-113.549947238731,"(53.596122967249066, -113.549947238731)",POINT (-113.549947238731 53.596122967249066),3430,WELLINGTON,spray,
745647,3720,Glastonbury Park West Spray Deck,1101 Grantham Drive NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2014/12/31,53.50566333563422,-113.6722057627686,"(53.50566333563422, -113.6722057627686)",POINT (-113.6722057627686 53.50566333563422),4720,GLASTONBURY,spray,
618234,726,Hazeldean Spray Park,9630 - 66 AVENUE NW T6E4W9,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2008/12/31,53.50319865190319,-113.47746826288984,"(53.50319865190319, -113.47746826288983)",POINT (-113.47746826288983 53.50319865190319),6290,HAZELDEAN,spray,
12349,699,High Park Spray,11032 - 154 STREET NW T5P2K1,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2001/09/13,53.55726642962144,-113.58824908199034,"(53.557266429621436, -113.58824908199034)",POINT (-113.58824908199034 53.557266429621436),4200,HIGH PARK,spray,
12507,634,Strathcona Spray and Play,10139 - 87 AVENUE NW T6E2P3,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/12/31,53.52241978903913,-113.49263181253168,"(53.52241978903913, -113.49263181253167)",POINT (-113.49263181253167 53.52241978903913),5480,STRATHCONA,spray,
618871,3656,Holyrood Spray,8035 95 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2015/12/31,53.53110071806927,-113.45186756688771,"(53.53110071806927, -113.45186756688771)",POINT (-113.45186756688771 53.53110071806927),6310,HOLYROOD,spray,
711442,3698,Brintnell Spray Park,210 Brintnell Boulevard NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2018/10/01,53.61922165363435,-113.40835243345148,"(53.61922165363435, -113.40835243345148)",POINT (-113.40835243345148 53.61922165363435),2110,BRINTNELL,spray,
12636,2280,Prince Charles Spray Park,12033 - 125 STREET NW T5L0S5,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2006/09/01,53.57464741531177,-113.53669120611322,"(53.57464741531177, -113.53669120611322)",POINT (-113.53669120611322 53.57464741531177),3350,PRINCE CHARLES,spray,
12512,635,Aspen Spray Park,12015 39A AVENUE NW T6J6P7,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,1986/12/31,53.47488748574999,-113.54250632309224,"(53.47488748574999, -113.54250632309224)",POINT (-113.54250632309224 53.47488748574999),5020,ASPEN GARDENS,spray,
12313,61,G Edmund Kelly Spray,15005 - 79 STREET NW,Spray Park,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2009/09/01,53.6119116261954,-113.4623946648373,"(53.6119116261954, -113.4623946648373)",POINT (-113.4623946648373 53.6119116261954),2410,KILKENNY,spray,
329690,680,Rosslyn Spray Park,11015 134 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2007/09/01,53.59426098466726,-113.511775200166,"(53.59426098466726, -113.511775200166)",POINT (-113.511775200166 53.59426098466726),3390,ROSSLYN,spray,
12288,3500,Callingwood Spray,17505 76 Avenue NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2010/09/01,53.50628452317368,-113.62745841254534,"(53.506284523173676, -113.62745841254534)",POINT (-113.62745841254534 53.506284523173676),4070,CALLINGWOOD NORTH,spray,
547804,3710,South Terwillegar Spray Park,7170 South Terwillegar Dr,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2013/09/01,53.439960405618706,-113.58009100723532,"(53.439960405618706, -113.58009100723532)",POINT (-113.58009100723532 53.439960405618706),5642,SOUTH TERWILLEGAR,spray,
735588,633,Lendrum Spray Park,11335 57 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2018/01/01,53.494048024531914,-113.52407259641876,"(53.494048024531914, -113.52407259641876)",POINT (-113.52407259641876 53.494048024531914),5270,LENDRUM PLACE,spray,
819201,3764,Cameron Heights Spray Park,3250 Cameron Heights Way NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2020/10/31,53.47329557102769,-113.63655758428185,"(53.47329557102769, -113.63655758428183)",POINT (-113.63655758428183 53.47329557102769),4466,CAMERON HEIGHTS,spray,
12638,2321,Kitchener Spray Park,11411 - 103 AVENUE NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2010/09/01,53.54441200821074,-113.51868089313828,"(53.54441200821074, -113.51868089313827)",POINT (-113.51868089313827 53.54441200821074),1150,OLIVER,spray,
12498,622,Athlone Spray,132 Ave - 127 St,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2004/09/01,53.58923509458605,-113.54540152183536,"(53.589235094586044, -113.54540152183537)",POINT (-113.54540152183537 53.589235094586044),3010,ATHLONE,spray,
548843,3670,Meadows Splash Pad,2303 17 Street NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2016/04/26,53.45793735427291,-113.37211462631954,"(53.45793735427291, -113.37211462631954)",POINT (-113.37211462631954 53.45793735427291),6442,SILVER BERRY,spray,
12641,2325,Avonmore Spray,7316 - 78 STREET NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2013/12/31,53.51018983168643,-113.44841054504889,"(53.51018983168643, -113.44841054504887)",POINT (-113.44841054504887 53.51018983168643),6020,AVONMORE,spray,
12637,2300,McKernan Spray Park,7535 - 112 STREET NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2012/09/01,53.511286528464865,-113.5192651896121,"(53.511286528464865, -113.5192651896121)",POINT (-113.5192651896121 53.511286528464865),5290,MCKERNAN,spray,
815300,3726,Poplar Park Spray Park,16410 82 Street NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2019/11/01,53.62644695196536,-113.47316243153034,"(53.626446951965356, -113.47316243153034)",POINT (-113.47316243153034 53.626446951965356),2050,BELLE RIVE,spray,
12380,749,Beverly Jubilee Spray Park,4203 120 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2013/09/01,53.57448972374192,-113.40713867606608,"(53.57448972374192, -113.40713867606607)",POINT (-113.40713867606607 53.57448972374192),2040,BEACON HEIGHTS,spray,
12227,2760,Giovanni Caboto Spray Park,9403 109A Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2004/09/01,53.556190801134456,-113.48415395132687,"(53.556190801134456, -113.48415395132689)",POINT (-113.48415395132689 53.556190801134456),1140,MCCAULEY,spray,
12363,735,Gold Bar Spray Park,4620 - 105 AVENUE NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2009/09/01,53.54849945438565,-113.41382565355713,"(53.54849945438565, -113.41382565355711)",POINT (-113.41382565355711 53.54849945438565),6270,GOLD BAR,spray,
12591,3466,Jackie Parker Spray,4540 - 50 STREET NW,Spray Park,Concrete,Wheelchair Accessible,Parks,Parks,2009/12/31,53.48440191313824,-113.4237048558519,"(53.48440191313824, -113.4237048558519)",POINT (-113.4237048558519 53.48440191313824),6500,MILL WOODS GOLF COURSE,spray,
12362,732,Fulton Place Spray,Fulton Drive and 62 Street NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2008/09/01,53.546259754153766,-113.42570270208329,"(53.546259754153766, -113.42570270208327)",POINT (-113.42570270208327 53.546259754153766),6240,FULTON PLACE,spray,
12626,3480,Hudson Park Spray,13625 - CUMBERLAND ROAD NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/09/01,53.6077595720154,-113.5565232606114,"(53.6077595720154, -113.55652326061141)",POINT (-113.55652326061141 53.6077595720154),3480,HUDSON,spray,
551875,3673,Monsignor Walter Fitzgerald Spray Park,7146 - 180 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2015/09/01,53.50583974047835,-113.63527420947156,"(53.50583974047835, -113.63527420947156)",POINT (-113.63527420947156 53.50583974047835),4270,LYMBURN,spray,
508044,3629,Zoie Gardner Spray Park,12710 70 Street NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2012/09/01,53.58562106135462,-113.4501813156935,"(53.58562106135462, -113.4501813156935)",POINT (-113.4501813156935 53.58562106135462),2020,BALWIN,spray,
12499,623,Castle Downs Spray,11520 - 153 AVENUE NW T5X6A3,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/09/01,53.61692064038161,-113.52548569952654,"(53.61692064038161, -113.52548569952654)",POINT (-113.52548569952654 53.61692064038161),3180,DUNLUCE,spray,
12348,682,Westglen Spray Park,12840 109 Avenue NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2008/09/01,53.55501020825167,-113.54416567452208,"(53.55501020825167, -113.54416567452208)",POINT (-113.54416567452208 53.55501020825167),3440,WESTMOUNT,spray,
12358,727,Ritchie Spray Park,7727 - 98 STREET NW T6E5C9,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/12/31,53.513931446636015,-113.48198823905469,"(53.513931446636015, -113.48198823905469)",POINT (-113.48198823905469 53.513931446636015),6610,RITCHIE,spray,
450884,3466,Jackie Parker Spray,4540 - 50 STREET NW,Spray Park,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2009/12/31,53.48430386567267,-113.42389672743909,"(53.48430386567267, -113.42389672743907)",POINT (-113.42389672743907 53.48430386567267),6500,MILL WOODS GOLF COURSE,spray,
12232,2784,Dovercourt Spray,12320 - DOVERCOURT AVENUE NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2004/09/01,53.575897347365185,-113.55940273112152,"(53.575897347365185, -113.55940273112151)",POINT (-113.55940273112151 53.575897347365185),3170,DOVERCOURT,spray,
12374,746,Silver Heights Spray,8777 - 96 AVENUE NW T6C2B1,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2010/05/01,53.53280561955428,-113.46480470963463,"(53.53280561955428, -113.46480470963465)",POINT (-113.46480470963465 53.53280561955428),6710,STRATHEARN,spray,
12640,2324,Glenora Spray Park,10410 - 136 STREET NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2010/09/01,53.54673876395495,-113.55684624522344,"(53.54673876395495, -113.55684624522345)",POINT (-113.55684624522345 53.54673876395495),3200,GLENORA,spray,
12385,756,Elmwood Community League Spray,12505 75 STREET NW T5B4K8,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2009/09/01,53.5815136809729,-113.4561917317882,"(53.5815136809729, -113.45619173178821)",POINT (-113.45619173178821 53.5815136809729),1130,ELMWOOD PARK,spray,
329985,3672,Capilano School Spray Park,10720 54 Street NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2014/09/01,53.55575337738651,-113.42224962330164,"(53.55575337738651, -113.42224962330164)",POINT (-113.42224962330164 53.55575337738651),6061,CAPILANO,spray,
12346,679,Sherbrooke Spray Park,12956 - 122 AVENUE NW,Spray Deck,Concrete,Wheelchair Accessible,Parks,Parks,2005/09/01,53.575212117829885,-113.54809177391576,"(53.575212117829885, -113.54809177391576)",POINT (-113.54809177391576 53.575212117829885),3410,SHERBROOKE,spray,
12642,2326,Bonnie Doon Spray,9217 - 94 STREET NW,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2009/09/01,53.52764730573136,-113.47045571192136,"(53.527647305731364, -113.47045571192135)",POINT (-113.47045571192135 53.527647305731364),6040,BONNIE DOON,spray,
12243,3000,Kenilworth Spray,7104 - 87 AVENUE NW T6B3C2,Spray Deck,Pour In Place Rubber,Wheelchair Accessible,Parks,Parks,2006/09/01,53.52256432095729,-113.43732553135035,"(53.52256432095729, -113.43732553135037)",POINT (-113.43732553135037 53.52256432095729),6350,KENILWORTH,spray,
172,21,Overlanders,1150 Hermitage Road NW,Playground,Sand,Unknown,,Parks,2000/12/31,53.581145,-113.387412,"(53.58114537026016, -113.38741169462511)",POINT (-113.38741169462511 53.58114537026016),2590,OVERLANDERS,play,Unknown
705,599,Falconer Park,Falconer Road NW,Playground,"Sand, Artificial Turf",Wheelchair Accessible,,Parks,2006/12/31,53.463294,-113.588249,"(53.46329424971526, -113.58824945692763)",POINT (-113.58824945692763 53.46329424971526),5190,FALCONER HEIGHTS,play,Junior/Senior (18 months to 12 years)
494,3688,McConachie Park,1221 McConachie Boulevard NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,,Parks,2017/03/07,53.640109,-113.428416,"(53.64010884236456, -113.4284155199844)",POINT (-113.4284155199844 53.64010884236456),2522,MCCONACHIE,play,Junior/Senior (18 months to 12 years)
476,399,Sacred Heart School,9624 108 Avenue NW,Playground,Sand,Unknown,,Parks,1993/12/31,53.554595,-113.486834,"(53.55459473120959, -113.48683428013813)",POINT (-113.48683428013813 53.55459473120959),1140,MCCAULEY,play,Senior (6 to 12 years)
226,3463,Jackie Parker Park,50 Street - 44 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,,Parks,2009/12/31,53.484119,-113.421636,"(53.48411932768937, -113.42163642935023)",POINT (-113.42163642935023 53.48411932768937),6500,MILL WOODS GOLF COURSE,play,Senior (6 to 12 years)
752,3378,Garneau School East,10925 87 Avenue NW,Playground,Sand,Unknown,,Parks,1996/12/31,53.522152,-113.512656,"(53.522152185984766, -113.51265550406009)",POINT (-113.51265550406009 53.522152185984766),5200,GARNEAU,play,Junior/Senior (18 months to 12 years)
501,608,Rideau School,42 Avenue - 106 Street NW,Playground,Sand,Unknown,,Parks,2003/12/31,53.478006,-113.504893,"(53.47800617215946, -113.5048933370317)",POINT (-113.5048933370317 53.47800617215946),5360,RIDEAU PARK,play,Junior/Senior (18 months to 12 years)
579,133,Ecole Frere Antoine School,2850 Mill Woods Road West NW,Playground,Sand,Unknown,,Parks,2006/12/31,53.460023,-113.448815,"(53.46002279189431, -113.44881536172548)",POINT (-113.44881536172548 53.46002279189431),6750,TIPASKAN,play,Junior (18 months to 5 years)
310,64,Kildare Park,14224 74 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,,Parks,1996/12/31,53.605506,-113.456206,"(53.60550556314128, -113.45620612555021)",POINT (-113.45620612555021 53.60550556314128),2400,KILDARE,play,Senior (6 to 12 years)
573,1676,Blessed Kateri (Creek's Crossing),3807 41 Avenue NW,Playground,Sand,Unknown,,Parks,1997/12/31,53.475247,-113.400292,"(53.475246997868126, -113.40029176274226)",POINT (-113.40029176274226 53.475246997868126),6370,KINISKI GARDENS,play,Junior/Senior (18 months to 12 years)
496,612,Mount Pleasant Park / Pleasantview,58 Avenue - 105 Street NW,Playground,Sand,Unknown,,Parks,2001/02/06,53.495359,-113.500242,"(53.49535859659926, -113.50024214655716)",POINT (-113.50024214655716 53.49535859659926),5320,PLEASANTVIEW,play,Junior/Senior (18 months to 12 years)
204,65,Kirkness School/Park,610 Kirkness Road NW,Playground,Sand,Unknown,,Parks,1994/12/31,53.612013,-113.385125,"(53.612013109865586, -113.38512482335472)",POINT (-113.38512482335472 53.612013109865586),2430,KIRKNESS,play,Junior/Senior (18 months to 12 years)
758,1649,Beverly Heights Park,3511 117 Avenue NW,Playground,Sand,Unknown,,Parks,1973/12/31,53.56919,-113.3955,"(53.56919040907998, -113.39550021637103)",POINT (-113.39550021637103 53.56919040907998),2100,BEVERLY HEIGHTS,play,Junior/Senior (18 months to 12 years)
725,110,Carlisle Playground,14240 117 Street NW,Playground,Sand,Unknown,,Parks,1992/12/31,53.605026,-113.524065,"(53.60502599958192, -113.52406505362013)",POINT (-113.52406505362013 53.60502599958192),3090,CARLISLE,play,Junior/Senior (18 months to 12 years)
753,3675,Bessie Nichols School Playground,189 Hemingway Road NW,Playground,Pour In Place Rubber,Wheelchair Accessible,,Parks,2016/12/31,53.486555,-113.67191,"(53.48655492945639, -113.67190966800828)",POINT (-113.67190966800828 53.48655492945639),4461,THE HAMPTONS,play,Junior/Senior (18 months to 12 years)
364,85,High Park School Playground,11031 154 Street NW,Playground,Sand,Unknown,,Parks,1993/12/31,53.556263,-113.586599,"(53.556262533862665, -113.58659894542505)",POINT (-113.58659894542505 53.556262533862665),4200,HIGH PARK,play,Junior/Senior (18 months to 12 years)
627,168,Brander Gardens Park,14815 56 AVENUE NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,,Parks,2010/12/31,53.493614,-113.575534,"(53.493614241478724, -113.5755341909268)",POINT (-113.5755341909268 53.493614241478724),5080,BRANDER GARDENS,play,Junior/Senior (18 months to 12 years)
228,3463,Jackie Parker Park,50 Street - 44 Avenue NW,Playground,Sand,Unknown,,Parks,2009/12/31,53.484446,-113.424247,"(53.4844463764894, -113.424247242642)",POINT (-113.424247242642 53.4844463764894),6500,MILL WOODS GOLF COURSE,play,Junior (18 months to 5 years)
3728,3780,Father Michael Mireau School,3010 Spence Wynd SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,,Parks,2021/10/22,53.42019,-113.465061,"(53.42018962962565, -113.46506134470025)",POINT (-113.46506134470025 53.42018962962565),6213,SUMMERSIDE,play,Senior (6 to 12 years)
340,1643,Lorne Street Park (Tot Lot),11714 92 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,,Parks,1999/12/31,53.562944,-113.482197,"(53.562944040232736, -113.48219700074931)",POINT (-113.48219700074931 53.562944040232736),1010,ALBERTA AVENUE,play,Junior/Senior (18 months to 12 years)
623,281,Glenwood Community Playground,16430 97 Avenue NW,Playground,Sand,Unknown,,Parks,2000/12/31,53.535686,-113.605084,"(53.53568603823973, -113.60508417705084)",POINT (-113.60508417705084 53.53568603823973),4180,GLENWOOD,play,Junior/Senior (18 months to 12 years)
