ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,User Category,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name
681,3645,Cameron Heights Park Playground,3250 Cameron Heights Way NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.473115,-113.636367,"(53.47311516289584, -113.63636738927313)",POINT (-113.63636738927313 53.47311516289584),4466,CAMERON HEIGHTS
170,79,Our Lady of the Prairies Playground,17605 - 64 AVENUE NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.499378,-113.623982,"(53.49937849528696, -113.62398176735276)",POINT (-113.62398176735276 53.49937849528696),4080,CALLINGWOOD SOUTH
292,1675,Kenilworth Park,7104 87 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.522534,-113.437546,"(53.522534228479714, -113.43754570367014)",POINT (-113.43754570367014 53.522534228479714),6350,KENILWORTH
868,315,Steinhauer School,10709 32A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.464510,-113.504590,"(53.46451043372496, -113.50459034420456)",POINT (-113.50459034420456 53.46451043372496),5470,STEINHAUER
726,110,Carlisle Playground,14240 117 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1992/12/31,53.604857,-113.523960,"(53.604857402535174, -113.52395982038543)",POINT (-113.52395982038543 53.604857402535174),3090,CARLISLE
232,328,La Perle Community Playground,18611 97A Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.533239,-113.643914,"(53.53323941780161, -113.64391371041572)",POINT (-113.64391371041572 53.53323941780161),4240,LA PERLE
869,584,Strathcona Community League,10139 87 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1979/12/31,53.522462,-113.492895,"(53.52246240117718, -113.49289463757354)",POINT (-113.49289463757354 53.52246240117718),5480,STRATHCONA
291,1675,Kenilworth Park,7104 87 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2005/12/31,53.522675,-113.437360,"(53.52267509950176, -113.43736018452479)",POINT (-113.43736018452479 53.52267509950176),6350,KENILWORTH
851,384,Zoie Gardner Park,12710 70 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1976/12/31,53.585408,-113.450461,"(53.58540786373712, -113.4504605347989)",POINT (-113.4504605347989 53.58540786373712),2020,BALWIN
645,3630,Brintnell Park,210 Brintnell Boulevard NW,Playground,"Pour In Place Rubber, Sand",Unknown,Junior (18 months to 5 years),Parks,2013/12/31,53.619221,-113.408512,"(53.619221143521855, -113.40851245462815)",POINT (-113.40851245462815 53.619221143521855),2110,BRINTNELL
415,150,Ritchie Park,7727 98 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1989/12/31,53.513927,-113.481634,"(53.51392651902166, -113.48163368049161)",POINT (-113.48163368049161 53.51392651902166),6610,RITCHIE
570,3696,Glenridding,2321 Glenridding Boulevard SW,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.420659,-113.602826,"(53.42065852486745, -113.60282573742384)",POINT (-113.60282573742384 53.42065852486745),5578,GLENRIDDING HEIGHTS
531,50,Giovanni Caboto,9403 109A Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.556482,-113.483975,"(53.55648204354247, -113.48397516755561)",POINT (-113.48397516755561 53.55648204354247),1140,MCCAULEY
203,1943,Inglewood Rocketship Park Playground,12120 112 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1991/12/31,53.560874,-113.531851,"(53.56087421471878, -113.53185096480614)",POINT (-113.53185096480614 53.56087421471878),3240,INGLEWOOD
860,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2019/10/03,53.522864,-113.453438,"(53.522863813676025, -113.45343841666954)",POINT (-113.45343841666954 53.522863813676025),6320,IDYLWYLDE
337,583,King Edward School,8530 101 Street NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1992/12/31,53.521505,-113.492527,"(53.52150496428193, -113.49252743905286)",POINT (-113.49252743905286 53.52150496428193),5480,STRATHCONA
294,1675,Kenilworth Park,7104 87 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.522834,-113.437467,"(53.522834453529434, -113.43746656656131)",POINT (-113.43746656656131 53.522834453529434),6350,KENILWORTH
714,1680,Allin Park Playground,15919 96 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1970/12/31,53.532563,-113.595621,"(53.53256271718094, -113.59562068390204)",POINT (-113.59562068390204 53.53256271718094),4180,GLENWOOD
673,167,Empire Park Community League,4804 107 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.486077,-113.508694,"(53.486077336091554, -113.50869383829131)",POINT (-113.50869383829131 53.486077336091554),5170,EMPIRE PARK
728,3564,Ambleside Park,181 Ambleside Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.433032,-113.603944,"(53.43303180620194, -113.60394404451151)",POINT (-113.60394404451151 53.43303180620194),5505,AMBLESIDE
881,156,Weinlos School,2911 48 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.461371,-113.415656,"(53.46137142121047, -113.41565633431787)",POINT (-113.41565633431787 53.46137142121047),6770,WEINLOS
644,3630,Brintnell Park,210 Brintnell Boulevard NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.619360,-113.407381,"(53.619359616243074, -113.4073814433028)",POINT (-113.4073814433028 53.619359616243074),2110,BRINTNELL
21732,3818,Glengarry Park Playground,134 Avenue NW and 89 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Senior (6 to 12 years),Parks,2023/07/16,53.595762,-113.476975,"(53.595761652511364, -113.4769750427059)",POINT (-113.4769750427059 53.595761652511364),2290,GLENGARRY
445,3365,Rosslyn Community Playground,11015 134 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.594055,-113.512227,"(53.594054654941715, -113.51222722627412)",POINT (-113.51222722627412 53.594054654941715),3390,ROSSLYN
341,76,Lymburn School Playground,18710 72 Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2012/12/31,53.506216,-113.647779,"(53.50621614455807, -113.6477789766785)",POINT (-113.6477789766785 53.50621614455807),4270,LYMBURN
455,2181,Rundle Park,2909 113 Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Unknown,Parks,2005/12/31,53.555288,-113.386332,"(53.555287898432226, -113.38633217124008)",POINT (-113.38633217124008 53.555287898432226),2650,RIVER VALLEY RUNDLE
295,22,Kernohan,132 A Avenue - Clareview Road,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.593591,-113.383600,"(53.59359114092426, -113.38360046109088)",POINT (-113.38360046109088 53.59359114092426),2390,KERNOHAN
4527,3783,Divine Mercy School Playground,2720 Orchards Road SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/08,53.405202,-113.453960,"(53.40520166465174, -113.45395955767)",POINT (-113.45395955767 53.40520166465174),6216,THE ORCHARDS AT ELLERSLIE
910,3607,Terwillegar School (Esther Starkman),2717 Terwillegar Way,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.446673,-113.575190,"(53.44667286046885, -113.57518984153879)",POINT (-113.57518984153879 53.44667286046885),5640,TERWILLEGAR TOWNE
775,3342,Silver Berry Park,29 Street NW and Silver Berry Road NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2008/12/31,53.457652,-113.384224,"(53.457652418956485, -113.38422367840772)",POINT (-113.38422367840772 53.457652418956485),6442,SILVER BERRY
230,3260,Klarvatten,211 Klarvatten Road,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2007/12/31,53.633178,-113.475202,"(53.63317765339431, -113.47520235633056)",POINT (-113.47520235633056 53.63317765339431),2440,KLARVATTEN
915,587,William Hawrelak Park Playground,9330 Groat Road,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1973/12/31,53.526811,-113.544349,"(53.52681072209063, -113.54434912443068)",POINT (-113.54434912443068 53.52681072209063),5370,RIVER VALLEY MAYFAIR
751,131,Gallagher Park,9750 98 Avenue NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1998/12/31,53.535831,-113.472648,"(53.53583080629804, -113.4726483195159)",POINT (-113.4726483195159 53.53583080629804),6070,CLOVERDALE
872,3682,Webber Greens Playground,855 Lewis Greens Drive NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2018/12/31,53.528996,-113.680244,"(53.52899603085116, -113.68024441243656)",POINT (-113.68024441243656 53.52899603085116),4740,WEBBER GREENS
666,66,Abbott School,12025 Abbottsfield Road NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,2005/12/31,53.574819,-113.392479,"(53.57481903122262, -113.39247891238708)",POINT (-113.39247891238708 53.57481903122262),2010,ABBOTTSFIELD
281,149,Meyonohk School,1850 Lakewood Road South NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1992/12/31,53.454884,-113.456240,"(53.45488353879266, -113.45623956350124)",POINT (-113.45623956350124 53.45488353879266),6470,MEYONOHK
20531,3816,Huntington Hills Tot Lot,4603 104A Street NW,Playground,Sand,Unknown,Unknown,Parks,1991/10/30,53.484088,-113.498005,"(53.484088173404736, -113.49800512808207)",POINT (-113.49800512808207 53.484088173404736),5170,EMPIRE PARK
155,851,Larkspur Dry Pond,2302U - 39 AVENUE NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2012/08/21,53.478502,-113.378049,"(53.47850200520786, -113.37804855824861)",POINT (-113.37804855824861 53.47850200520786),6390,LARKSPUR
619,125,Donnan Park/Arena,9105 - 80 AVENUE NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.515427,-113.468719,"(53.51542703231861, -113.46871917146876)",POINT (-113.46871917146876 53.51542703231861),6492,MILL CREEK RAVINE SOUTH
375,3635,Orchards,90 St & 23 Ave SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2012/12/31,53.411821,-113.472254,"(53.41182126376855, -113.47225414136908)",POINT (-113.47225414136908 53.41182126376855),6213,SUMMERSIDE
303,3634,Mill Woods Park,2730 - 66 STREET NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.455282,-113.436064,"(53.45528170694726, -113.43606402368249)",POINT (-113.43606402368249 53.45528170694726),6510,MILL WOODS PARK
444,3365,Rosslyn Community Playground,11015 134 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.594197,-113.512425,"(53.5941970335753, -113.51242476046639)",POINT (-113.51242476046639 53.5941970335753),3390,ROSSLYN
357,3565,MacEwan,252 MacEwan Road,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.429432,-113.530581,"(53.42943228657539, -113.53058070266965)",POINT (-113.53058070266965 53.42943228657539),5452,MACEWAN
370,3602,Magrath Heights,MaGrath Rd. & MaGrath BLVD.,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2012/12/31,53.449373,-113.559555,"(53.44937328689589, -113.5595548240391)",POINT (-113.5595548240391 53.44937328689589),5476,MAGRATH HEIGHTS
478,153,Sakaw School,5730 11A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1992/12/31,53.441028,-113.430159,"(53.441028222348386, -113.43015850388014)",POINT (-113.43015850388014 53.441028222348386),6670,SAKAW
316,3601,Monsignor Walter Fitzgerald Playground,7120 180 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.505523,-113.634851,"(53.50552261571739, -113.63485077091315)",POINT (-113.63485077091315 53.50552261571739),4270,LYMBURN
456,2181,Rundle Park,2909 113 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Unknown,Parks,2005/12/31,53.555156,-113.386383,"(53.55515560259062, -113.38638312084646)",POINT (-113.38638312084646 53.55515560259062),2650,RIVER VALLEY RUNDLE
2527,3777,Aster Stage 1 Playground,1615  15 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/10/04,53.451468,-113.364939,"(53.45146823626142, -113.3649393784405)",POINT (-113.3649393784405 53.45146823626142),6445,ASTER
361,25,Oliver School,10210 117 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1988/12/31,53.543486,-113.523495,"(53.543485680760995, -113.523494644413)",POINT (-113.523494644413 53.543485680760995),1150,OLIVER
360,774,Oliver Arena/Community League,10326 118 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.545522,-113.525672,"(53.54552186933489, -113.52567249763678)",POINT (-113.52567249763678 53.54552186933489),1150,OLIVER
252,284,McQueen Community,McQueen Road - 109 Avenue NW,Playground,"Rubber Tiles, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.554190,-113.570418,"(53.55418991271118, -113.57041750509285)",POINT (-113.57041750509285 53.55418991271118),3300,MCQUEEN
794,3761,Corpus Christi School Playground,460 Watt Boulevard SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Senior (6 to 12 years),Parks,2020/11/23,53.420740,-113.431523,"(53.420739888540204, -113.43152339062331)",POINT (-113.43152339062331 53.420739888540204),6662,WALKER
242,3669,Rapperswill Playground,175 Ave & 121 St,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.637801,-113.532827,"(53.637800656597626, -113.53282651737052)",POINT (-113.53282651737052 53.637800656597626),3370,RAPPERSWILL
703,43,Evansdale School/Park,9303 150 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.610542,-113.482621,"(53.610542388007175, -113.48262123833914)",POINT (-113.48262123833914 53.610542388007175),2260,EVANSDALE
692,383,Balwin Park,12904 74 Street NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1998/12/31,53.587215,-113.456125,"(53.58721524714015, -113.45612483957478)",POINT (-113.45612483957478 53.58721524714015),2020,BALWIN
198,385,Parkdale School,11648 85 Street NW,Playground,Engineered Wood Fiber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1993/12/31,53.567573,-113.472157,"(53.567572546615125, -113.47215678956043)",POINT (-113.47215678956043 53.567572546615125),1160,PARKDALE
336,3662,Hays Ridge Playground,1306 Hainstock Way SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.416154,-113.572184,"(53.41615398858029, -113.57218425790717)",POINT (-113.57218425790717 53.41615398858029),5465,HAYS RIDGE AREA
237,31,McLeod Park,14503 59 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.609590,-113.431263,"(53.60958990700914, -113.43126338160096)",POINT (-113.43126338160096 53.60958990700914),2530,MCLEOD
498,785,Granite Park,8624 107 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.522556,-113.507708,"(53.5225558235782, -113.50770832706752)",POINT (-113.50770832706752 53.5225558235782),5200,GARNEAU
923,319,Tipton Park,10849 81 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1950/12/31,53.516482,-113.509657,"(53.51648212361319, -113.50965717272086)",POINT (-113.50965717272086 53.51648212361319),5330,QUEEN ALEXANDRA
577,3680,Crystallina Nera West Playground,451 Crystallina Nera Drive NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2018/12/31,53.636325,-113.461796,"(53.6363245650347, -113.46179574062131)",POINT (-113.46179574062131 53.6363245650347),2463,CRYSTALLINA NERA WEST
411,1760,Spruce Avenue,10240 115 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.565491,-113.497255,"(53.56549104305182, -113.49725462142028)",POINT (-113.49725462142028 53.56549104305182),1230,SPRUCE AVENUE
875,3606,Suder Greens Park Playground,290 - SUDER GREENS DRIVE NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.520927,-113.684520,"(53.52092748867038, -113.68452018087154)",POINT (-113.68452018087154 53.52092748867038),4730,SUDER GREENS
650,3718,Dr. Margaret-Ann Armour Playground,3815 Allan Drive SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,2019/12/31,53.427022,-113.603238,"(53.427022025931194, -113.60323752003188)",POINT (-113.60323752003188 53.427022025931194),5505,AMBLESIDE
443,3365,Rosslyn Community Playground,11015 134 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.594205,-113.511948,"(53.594204593679095, -113.51194817952835)",POINT (-113.51194817952835 53.594204593679095),3390,ROSSLYN
781,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2020/11/05,53.522620,-113.453361,"(53.52262043090863, -113.45336106863635)",POINT (-113.45336106863635 53.52262043090863),6320,IDYLWYLDE
512,120,Avonmore Community League,7340 78 Street NW,Playground,Sand,Wheelchair Accessible,Senior (6 to 12 years),Parks,2013/12/31,53.510280,-113.448703,"(53.510280077677336, -113.44870314968182)",POINT (-113.44870314968182 53.510280077677336),6020,AVONMORE
909,3607,Terwillegar School (Esther Starkman),2717 Terwillegar Way,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.446469,-113.575528,"(53.44646921996547, -113.57552803896274)",POINT (-113.57552803896274 53.44646921996547),5640,TERWILLEGAR TOWNE
115,3728,David Thomas King School Playground,600 Secord Boulevard NW,Playground,"Engineered Wood Fibre, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2019/10/31,53.535732,-113.707012,"(53.535732406119806, -113.70701159527647)",POINT (-113.70701159527647 53.535732406119806),4487,SECORD
533,605,Blackburne,167 Blackburne Drive West NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.429446,-113.499690,"(53.42944604949153, -113.49968958728972)",POINT (-113.49968958728972 53.42944604949153),5590,BLACKBURNE
518,3382,Garneau School West,10925 87 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.522072,-113.514467,"(53.52207175736858, -113.51446740980894)",POINT (-113.51446740980894 53.52207175736858),5200,GARNEAU
740,17,Belvedere School/Park,13359 62 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2017/12/31,53.594216,-113.435278,"(53.59421589048908, -113.43527772210223)",POINT (-113.43527772210223 53.59421589048908),2080,BELVEDERE
11327,3796,Griesbach RCAF Playground,4415 McCrae Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2022/11/07,53.611621,-113.513455,"(53.611621452846165, -113.51345461528669)",POINT (-113.51345461528669 53.611621452846165),3111,GRIESBACH
634,3200,Doug Kelly Park Playground,208 Street NW & 57 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.492761,-113.679655,"(53.49276101489605, -113.67965518516164)",POINT (-113.67965518516164 53.49276101489605),4461,THE HAMPTONS
803,3768,Donald R. Getty School Playground,4085 Chappelle Green SW,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2021/02/03,53.403601,-113.585940,"(53.40360059470038, -113.5859398015435)",POINT (-113.5859398015435 53.40360059470038),5462,CHAPPELLE
921,319,Tipton Park,10849 81 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1950/12/31,53.516420,-113.510573,"(53.51642011861226, -113.51057335172753)",POINT (-113.51057335172753 53.51642011861226),5330,QUEEN ALEXANDRA
636,342,Elmwood/John Devolder Playground,16415 - 83 AVENUE NW T5R3V8,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.516056,-113.605684,"(53.51605648357949, -113.6056841627861)",POINT (-113.6056841627861 53.51605648357949),4140,ELMWOOD
10527,3795,Boyle Street Plaza Playground,10350C 95 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2022/07/24,53.547997,-113.482113,"(53.547997273263384, -113.48211285039882)",POINT (-113.48211285039882 53.547997273263384),1020,BOYLE STREET
461,2181,Rundle Park,2909 113 Avenue NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Unknown,Parks,2005/12/31,53.554819,-113.387262,"(53.55481877849384, -113.38726239127863)",POINT (-113.38726239127863 53.55481877849384),2650,RIVER VALLEY RUNDLE
342,14,Newton Park,5525 121 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1991/12/31,53.576089,-113.427485,"(53.57608859598885, -113.42748487605496)",POINT (-113.42748487605496 53.57608859598885),2560,NEWTON
799,3734,Trumpeter Playground,2215 Trumpeter Way NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/01/01,53.588794,-113.680050,"(53.58879444957646, -113.68004954929637)",POINT (-113.68004954929637 53.58879444957646),4471,TRUMPETER AREA
724,1646,Belle Rive,84 St & 158 Ave,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.619793,-113.470677,"(53.619792654491015, -113.4706770768707)",POINT (-113.4706770768707 53.619792654491015),2050,BELLE RIVE
658,136,Greenview School,5720 38 AVENUE NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2017/12/31,53.473716,-113.426484,"(53.473716017580045, -113.42648396757815)",POINT (-113.42648396757815 53.473716017580045),6280,GREENVIEW
381,309,Kinsmen Park Senior,9100 Walterdale Hill NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.527226,-113.509268,"(53.5272264352391, -113.50926753813832)",POINT (-113.50926753813832 53.5272264352391),5390,RIVER VALLEY WALTERDALE
822,586,Victoria Park,12030 River Valley Road,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2021/12/03,53.533984,-113.523592,"(53.533984434008296, -113.5235916940679)",POINT (-113.5235916940679 53.533984434008296),1200,RIVER VALLEY VICTORIA
171,21,Overlanders,1150 Hermitage Road NW,Playground,Sand,Unknown,Unknown,Parks,2000/12/31,53.580930,-113.387217,"(53.58092992278806, -113.38721722745328)",POINT (-113.38721722745328 53.58092992278806),2590,OVERLANDERS
588,345,Blue Quill West,121 Street - 25 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1998/12/31,53.456856,-113.538845,"(53.45685573719821, -113.53884518492222)",POINT (-113.53884518492222 53.45685573719821),5070,BLUE QUILL ESTATES
6127,3787,Kinglet Gardens Playground,118 Avenue NW and 215 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/23,53.573357,-113.693338,"(53.57335701725527, -113.69333778251651)",POINT (-113.69333778251651 53.57335701725527),4477,KINGLET GARDENS
859,1673,Dermott Playground,8610 81 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2019/10/03,53.523075,-113.453196,"(53.52307458482548, -113.45319565889098)",POINT (-113.45319565889098 53.52307458482548),6320,IDYLWYLDE
488,98,Sherbrooke Community Playground,13008 122 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.574770,-113.548266,"(53.57477012262566, -113.548265894705)",POINT (-113.548265894705 53.57477012262566),3410,SHERBROOKE
320,2680,Haddow Park,Haddow Drive - Hector Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.453655,-113.597065,"(53.453654525943854, -113.5970645192924)",POINT (-113.5970645192924 53.453654525943854),5610,HADDOW
191,1674,Idylwylde Park,8631 81 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,1991/12/31,53.523352,-113.451694,"(53.52335214556154, -113.4516939493427)",POINT (-113.4516939493427 53.52335214556154),6320,IDYLWYLDE
762,241,Aspen Gardens Community League,12015 39A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.474773,-113.542814,"(53.47477259955309, -113.5428137241496)",POINT (-113.5428137241496 53.47477259955309),5020,ASPEN GARDENS
659,136,Greenview School,5720 38 AVENUE NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Unknown,Junior/Senior (18 months to 12 years),Parks,2017/12/31,53.473504,-113.426564,"(53.473503875366845, -113.42656404813829)",POINT (-113.42656404813829 53.473503875366845),6280,GREENVIEW
5728,3786,Uplands Playground,204 Street NW and 24 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/09/27,53.456136,-113.672864,"(53.456135510676745, -113.67286433280029)",POINT (-113.67286433280029 53.456135510676745),4464,THE UPLANDS
428,327,St. Clements School,7620 Mill Woods Road South NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.445766,-113.448376,"(53.445765689386036, -113.4483763600008)",POINT (-113.4483763600008 53.445765689386036),6200,EKOTA
534,605,Blackburne,167 Blackburne Drive West NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.429509,-113.499349,"(53.42950865506637, -113.49934930181976)",POINT (-113.49934930181976 53.42950865506637),5590,BLACKBURNE
679,288,Calder (Seniors) Community Playground,12963 120 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2021/10/01,53.589645,-113.527381,"(53.58964476434605, -113.52738073522625)",POINT (-113.52738073522625 53.58964476434605),3070,CALDER
503,608,Rideau School,42 Avenue - 106 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.477858,-113.504625,"(53.47785839919583, -113.50462479512615)",POINT (-113.50462479512615 53.47785839919583),5360,RIDEAU PARK
