ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,User Category,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name
730,3560,Ambleside Stage 9 (Rope Climb),Austin Link and Armitage Crescent SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2008/12/31,53.430032,-113.608970,"(53.43003187600462, -113.60896974794213)",POINT (-113.60896974794213 53.43003187600462),5505,AMBLESIDE
685,807,Alberta Avenue,9210 119 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.571263,-113.483903,"(53.57126309614836, -113.48390294571175)",POINT (-113.48390294571175 53.57126309614836),1010,ALBERTA AVENUE
156,3652,Ecole Sainte-Jeanne-d'Arc Exercise Area,8505 68A Street NW,Playground,Engineered Wood Fibre,Unknown,Senior (6 to 12 years),Parks,2015/05/20,53.520020,-113.430773,"(53.52001952539274, -113.4307731748483)",POINT (-113.4307731748483 53.52001952539274),6350,KENILWORTH
914,587,William Hawrelak Park Playground,9330 Groat Road,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1973/12/31,53.526765,-113.544045,"(53.5267651534942, -113.54404508588229)",POINT (-113.54404508588229 53.5267651534942),5370,RIVER VALLEY MAYFAIR
597,123,Bonnie Doon Park,9263 94 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2011/12/31,53.527680,-113.470579,"(53.52768000101271, -113.47057872706597)",POINT (-113.47057872706597 53.52768000101271),6040,BONNIE DOON
339,583,King Edward School,8530 101 Street NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1992/12/31,53.521372,-113.492484,"(53.521372103614674, -113.4924838134556)",POINT (-113.4924838134556 53.521372103614674),5480,STRATHCONA
394,388,Sheriff Robertson Park,7707 112 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2000/12/31,53.559097,-113.466354,"(53.55909735995556, -113.46635363350914)",POINT (-113.46635363350914 53.55909735995556),1190,RIVER VALLEY KINNAIRD
787,3657,Strathearn Park,87 Street NW and 93 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2018/12/31,53.529528,-113.461215,"(53.529527852204204, -113.46121453276993)",POINT (-113.46121453276993 53.529527852204204),6710,STRATHEARN
871,3676,Walker Park,1438 Watt Drive,Playground,Pour In Place Rubber,Wheelchair Accessible,Unknown,Parks,2014/12/31,53.414277,-113.436734,"(53.41427689067562, -113.43673356488397)",POINT (-113.43673356488397 53.41427689067562),6662,WALKER
497,320,Queen Alexandra Community League,10722 - 73 AVENUE NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2016/12/31,53.509695,-113.508243,"(53.50969526847755, -113.50824316931538)",POINT (-113.50824316931538 53.50969526847755),5330,QUEEN ALEXANDRA
376,3687,Hills at Charlesworth,345 Charlesworth Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2016/12/31,53.427004,-113.399107,"(53.42700427817525, -113.39910685016275)",POINT (-113.39910685016275 53.42700427817525),6661,CHARLESWORTH
747,131,Gallagher Park,9750 98 Avenue NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1998/12/31,53.535953,-113.472532,"(53.53595323293015, -113.47253153392614)",POINT (-113.47253153392614 53.53595323293015),6070,CLOVERDALE
712,157,Capilano School,10720 54 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.555882,-113.422029,"(53.55588200078857, -113.42202926001286)",POINT (-113.42202926001286 53.55588200078857),6061,CAPILANO
312,141,Lee Ridge School,440 Millbourne Road East NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,1992/12/31,53.471164,-113.446166,"(53.471164135539205, -113.44616598292009)",POINT (-113.44616598292009 53.471164135539205),6400,LEE RIDGE
353,331,Kinross-Kerr Park Playground,264 Rhatigan Road East NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.476011,-113.596635,"(53.47601091256686, -113.5966350253878)",POINT (-113.5966350253878 53.47601091256686),5350,RHATIGAN RIDGE
259,3685,Poplar Park,16410 82 Street NW,Playground,Sand,Unknown,Unknown,Parks,2015/12/31,53.626273,-113.473333,"(53.62627312451377, -113.47333288495625)",POINT (-113.47333288495625 53.62627312451377),2050,BELLE RIVE
530,160,George Luck School,300 Bulyea Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2001/12/31,53.472906,-113.572799,"(53.47290571782657, -113.57279941578705)",POINT (-113.57279941578705 53.47290571782657),5100,BULYEA HEIGHTS
858,3654,Rosenthal Playground,1070 Rosenthal Blvd NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.517192,-113.699276,"(53.51719154640897, -113.699276094624)",POINT (-113.699276094624 53.51719154640897),4750,ROSENTHAL
654,162,Greenfield Community League,3755 - 114 STREET NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2009/12/31,53.473511,-113.526035,"(53.47351052023272, -113.52603490756513)",POINT (-113.52603490756513 53.47351052023272),5220,GREENFIELD
720,398,Floden Park,4209 Ada Boulevard NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2005/12/31,53.563822,-113.407763,"(53.56382214376614, -113.40776266777175)",POINT (-113.40776266777175 53.56382214376614),2100,BEVERLY HEIGHTS
689,316,Ermineskin Park,25A Avenue - 107 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Unknown,Junior/Senior (18 months to 12 years),Parks,1989/12/31,53.456929,-113.506146,"(53.45692942125545, -113.50614587909517)",POINT (-113.50614587909517 53.45692942125545),5180,ERMINESKIN
916,3659,Windermere Tot,4720 Woolsey Common,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.447510,-113.611288,"(53.44751037673136, -113.6112882272042)",POINT (-113.6112882272042 53.44751037673136),5570,WINDERMERE
688,402,Alex Taylor School,9321 Jasper Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.546736,-113.476471,"(53.546735673367365, -113.47647100042238)",POINT (-113.47647100042238 53.546735673367365),1020,BOYLE STREET
398,745,Silver Heights Park,8777 96 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2006/12/31,53.532827,-113.464470,"(53.532827436210226, -113.46446968680135)",POINT (-113.46446968680135 53.532827436210226),6710,STRATHEARN
379,3605,Hodgson,503 Hodgson Road  NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2012/12/31,53.458528,-113.558743,"(53.458528493698395, -113.55874337893984)",POINT (-113.55874337893984 53.458528493698395),5620,HODGSON
674,167,Empire Park Community League,4804 107 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.486142,-113.509134,"(53.48614162764069, -113.5091339781227)",POINT (-113.5091339781227 53.48614162764069),5170,EMPIRE PARK
524,403,Central McDougall,10630 109 Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2001/12/31,53.555162,-113.503716,"(53.555161790815504, -113.50371629379799)",POINT (-113.50371629379799 53.555161790815504),1030,CENTRAL MCDOUGALL
260,330,James Ramsay Park,15010 - 43 AVENUE NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.481120,-113.581429,"(53.481119879385275, -113.5814286292491)",POINT (-113.5814286292491 53.481119879385275),5340,RAMSAY HEIGHTS
670,23,Airway Park,11119 113 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1950/12/31,53.560806,-113.514519,"(53.56080576353909, -113.51451918229682)",POINT (-113.51451918229682 53.56080576353909),1170,PRINCE RUPERT
219,1678,Mayliewan Park,7503 161A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.622112,-113.459289,"(53.622112273035384, -113.45928899806019)",POINT (-113.45928899806019 53.622112273035384),2511,MAYLIEWAN
576,1662,Crestwood Arena Playground,9940 148 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1970/12/31,53.538863,-113.574912,"(53.538862851639465, -113.57491208101408)",POINT (-113.57491208101408 53.538862851639465),3140,CRESTWOOD
14527,139,Kameyosek School,250 Lakewood Road East NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2023/07/12,53.461152,-113.443566,"(53.4611521280126, -113.44356636162357)",POINT (-113.44356636162357 53.4611521280126),6340,KAMEYOSEK
218,3260,Klarvatten,211 Klarvatten Road,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.633128,-113.475618,"(53.63312843161053, -113.47561817100473)",POINT (-113.47561817100473 53.63312843161053),2440,KLARVATTEN
5328,3785,Blatchford Playground,2703 Blatchford Road NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/12/01,53.568763,-113.516997,"(53.56876255869503, -113.51699665736773)",POINT (-113.51699665736773 53.56876255869503),1111,BLATCHFORD AREA
610,3643,Granville Goodridge Playground,3440 Goodridge Link,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.507360,-113.679266,"(53.50735954524989, -113.67926645493395)",POINT (-113.67926645493395 53.50735954524989),4551,GRANVILLE
188,55,Horse Hill School,19355 Meridian Street NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1994/12/31,53.657175,-113.342801,"(53.65717548466125, -113.3428014054935)",POINT (-113.3428014054935 53.65717548466125),2671,MARQUIS
435,395,St. Elizabeth Seton School Park,3711 135 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,1996/12/31,53.594453,-113.397168,"(53.594453257611335, -113.39716795529438)",POINT (-113.39716795529438 53.594453257611335),2070,BELMONT
750,301,Garneau Community,10943 84 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.519795,-113.513443,"(53.51979500750399, -113.51344279737174)",POINT (-113.51344279737174 53.51979500750399),5200,GARNEAU
783,3700,Allard Playground,Allard Boulevard SW & Annett Com SW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2019/05/28,53.399929,-113.534269,"(53.39992915563856, -113.53426892482717)",POINT (-113.53426892482717 53.39992915563856),5458,ALLARD
213,60,J. A. Fife School,15804 76 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.611300,-113.461949,"(53.61130018798997, -113.46194898028222)",POINT (-113.46194898028222 53.61130018798997),2410,KILKENNY
584,3640,Griesbach Central Park Rock Garden Playground,2630 Sir Arthur Currie Way,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.606798,-113.500239,"(53.606798328323435, -113.50023872375155)",POINT (-113.50023872375155 53.606798328323435),3111,GRIESBACH
603,269,Dechene Park Playground,18209 57 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.491482,-113.636997,"(53.491482469188426, -113.63699729421191)",POINT (-113.63699729421191 53.491482469188426),4110,DECHENE
882,111,Summerlea Playground,176 Street - 93 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.526913,-113.624120,"(53.52691331990684, -113.62411993741514)",POINT (-113.62411993741514 53.52691331990684),4520,SUMMERLEA
300,1944,Sir Wilfrid Laurier Natural Playground,13221 Buena Vista Road,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2020/01/01,53.510463,-113.548799,"(53.51046346453969, -113.54879884728783)",POINT (-113.54879884728783 53.51046346453969),3382,RIVER VALLEY LAURIER
697,780,Canon Ridge,Hermitage and Hooke Road,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Unknown,Parks,2011/12/31,53.580641,-113.378536,"(53.58064095882221, -113.37853648802758)",POINT (-113.37853648802758 53.58064095882221),2120,CANON RIDGE
3,3725,Red Panda Parallel Play (Edmonton Valley Zoo),13221 Buena Vista Road NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2019/09/18,53.512618,-113.554011,"(53.512618014906415, -113.55401084932339)",POINT (-113.55401084932339 53.512618014906415),3382,RIVER VALLEY LAURIER
393,745,Silver Heights Park,8777 96 Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2006/12/31,53.532705,-113.464535,"(53.53270541886366, -113.46453487846088)",POINT (-113.46453487846088 53.53270541886366),6710,STRATHEARN
710,1645,Beacon Heights Park Tot Lot,3424 119 A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1960/12/31,53.572987,-113.395704,"(53.572986838380274, -113.39570433899283)",POINT (-113.39570433899283 53.572986838380274),2040,BEACON HEIGHTS
330,36,Montrose Community League,5920 119 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2010/12/31,53.572430,-113.433158,"(53.572430076088544, -113.43315831608885)",POINT (-113.43315831608885 53.572430076088544),2550,MONTROSE
354,331,Kinross-Kerr Park Playground,264 Rhatigan Road East NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1994/12/31,53.476250,-113.596651,"(53.47625003660539, -113.59665143599692)",POINT (-113.59665143599692 53.47625003660539),5350,RHATIGAN RIDGE
469,3360,Rutherford (Johnny Bright School),Rutherford Road,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.420181,-113.534681,"(53.4201813934737, -113.53468109419812)",POINT (-113.53468109419812 53.4201813934737),5454,RUTHERFORD
362,1782,Henri Legay,51 Street - 140 Avenue,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.603711,-113.421230,"(53.60371107347973, -113.42123046944923)",POINT (-113.42123046944923 53.60371107347973),2720,YORK
385,729,Mary Finlay Park,10304 82 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2012/12/31,53.543557,-113.451369,"(53.5435566768341, -113.45136892590416)",POINT (-113.45136892590416 53.5435566768341),6230,FOREST HEIGHTS
462,391,Russ Barnes Arena,6725 120 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2019/12/31,53.574181,-113.446322,"(53.57418120627344, -113.44632165264565)",POINT (-113.44632165264565 53.57418120627344),2550,MONTROSE
217,776,Kitchener Park,11411 103 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.544239,-113.518771,"(53.544239467200754, -113.51877110890669)",POINT (-113.51877110890669 53.544239467200754),1150,OLIVER
506,590,Violet Archer Park,10920 70 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.506854,-113.513451,"(53.50685449880699, -113.51345104244933)",POINT (-113.51345104244933 53.50685449880699),5310,PARKALLEN
765,112,Athlone Community Playground,13010 129 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.589305,-113.545773,"(53.58930502593799, -113.54577295469272)",POINT (-113.54577295469272 53.58930502593799),3010,ATHLONE
635,342,Elmwood/John Devolder Playground,16415 - 83 AVENUE NW T5R3V8,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.515803,-113.605859,"(53.515802762661835, -113.6058593913611)",POINT (-113.6058593913611 53.515802762661835),4140,ELMWOOD
308,332,Prince Charles Playground,12033 125 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.574441,-113.536689,"(53.57444079782873, -113.53668892624046)",POINT (-113.53668892624046 53.57444079782873),3350,PRINCE CHARLES
648,263,Dovercourt Community Playground,13510 Dovercourt Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.575865,-113.559672,"(53.575865002940645, -113.55967204377797)",POINT (-113.55967204377797 53.575865002940645),3170,DOVERCOURT
351,145,Kiniski Gardens School/Burnewood,4104 41 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2012/12/31,53.477650,-113.404033,"(53.47765038566308, -113.40403326826075)",POINT (-113.40403326826075 53.47765038566308),6370,KINISKI GARDENS
202,99,Inglewood School Playground,12525 116 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/17,53.566353,-113.539218,"(53.56635295129612, -113.53921771443751)",POINT (-113.53921771443751 53.56635295129612),3240,INGLEWOOD
602,128,Daly Grove School,1888 37 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.448962,-113.399289,"(53.4489622122654, -113.3992886542126)",POINT (-113.3992886542126 53.4489622122654),6150,DALY GROVE
432,1647,Robert Brett Park,56 Street - 134 A Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,1976/12/31,53.596469,-113.427752,"(53.596468605342636, -113.42775211185825)",POINT (-113.42775211185825 53.596468605342636),2080,BELVEDERE
116,3728,David Thomas King School Playground,600 Secord Boulevard NW,Playground,Sand,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2019/10/31,53.535950,-113.707005,"(53.53594969637662, -113.70700454482605)",POINT (-113.70700454482605 53.53594969637662),4487,SECORD
668,67,Abbottsfield Park,12000 Abbottsfield Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2016/12/31,53.573682,-113.390049,"(53.573682332156096, -113.39004907641561)",POINT (-113.39004907641561 53.573682332156096),2010,ABBOTTSFIELD
625,1927,Gold Bar Condos,4404 - 101 AVENUE NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,1979/12/31,53.542681,-113.409532,"(53.54268075480997, -113.40953158837462)",POINT (-113.40953158837462 53.54268075480997),6620,RIVER VALLEY GOLD BAR
929,3774,Arbours of Keswick Playground,1375 Keswick Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2021/04/01,53.412257,-113.630474,"(53.41225715053366, -113.63047357787536)",POINT (-113.63047357787536 53.41225715053366),5574,KESWICK
738,3373,Belmead School Playground,9109 182 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.525850,-113.635969,"(53.52584985121267, -113.63596930468589)",POINT (-113.63596930468589 53.52584985121267),4040,BELMEAD
387,77,Ormsby Playground,6315 184 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2004/12/31,53.497388,-113.637123,"(53.49738784926636, -113.6371231845356)",POINT (-113.6371231845356 53.49738784926636),4380,ORMSBY PLACE
324,307,Lendrum Elementary School (EPSB),11330 54 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.491384,-113.522979,"(53.49138431016448, -113.52297861004715)",POINT (-113.52297861004715 53.49138431016448),5270,LENDRUM PLACE
560,588,Charles Simmonds Park,7830 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1977/12/31,53.515598,-113.530591,"(53.51559848274364, -113.53059078726804)",POINT (-113.53059078726804 53.51559848274364),5290,MCKERNAN
261,267,Jasper Park Community Playground,8751 153 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2016/12/31,53.520600,-113.584603,"(53.52059987097137, -113.58460340651786)",POINT (-113.58460340651786 53.52059987097137),4230,JASPER PARK
222,332,Prince Charles Playground,12033 125 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.574482,-113.537419,"(53.574481903921935, -113.53741925930368)",POINT (-113.53741925930368 53.574481903921935),3350,PRINCE CHARLES
495,612,Mount Pleasant Park / Pleasantview,58 Avenue - 105 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2005/12/12,53.495300,-113.500642,"(53.49529992238499, -113.50064216603619)",POINT (-113.50064216603619 53.49529992238499),5320,PLEASANTVIEW
790,3727,Riverview Playground,197 Street and 27 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2018/12/31,53.458926,-113.659726,"(53.458926164928485, -113.6597263092419)",POINT (-113.6597263092419 53.458926164928485),4464,THE UPLANDS
745,119,Argyll Park,6750 88 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2017/12/31,53.505021,-113.463729,"(53.50502084964734, -113.46372935194489)",POINT (-113.46372935194489 53.50502084964734),6492,MILL CREEK RAVINE SOUTH
629,126,Donnan School (King Edward Park),7708 - 85 STREET NW T6C4K9,Playground,"Rubber Tiles, Sand",Unknown,Senior (6 to 12 years),Parks,2001/12/31,53.513514,-113.460211,"(53.513513563846566, -113.46021140202934)",POINT (-113.46021140202934 53.513513563846566),6360,KING EDWARD PARK
782,3771,McConachie District Park Playground,180 McConachie Drive NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2020/10/14,53.632752,-113.422438,"(53.632752259321194, -113.42243774248136)",POINT (-113.42243774248136 53.632752259321194),2522,MCCONACHIE
559,3637,Charlesworth,5805 - 3 Ave SW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Senior (6 to 12 years),Parks,2014/12/31,53.429749,-113.431755,"(53.42974890593162, -113.43175538329422)",POINT (-113.43175538329422 53.42974890593162),6661,CHARLESWORTH
760,97,Gariepy Park Playground,17404 - 57 AVENUE NW T6M1K4,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.493464,-113.622775,"(53.49346428469821, -113.62277492663281)",POINT (-113.62277492663281 53.49346428469821),4160,GARIEPY
5327,3785,Blatchford Playground,2703 Blatchford Road NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/12/01,53.568893,-113.516978,"(53.56889334119414, -113.51697787190093)",POINT (-113.51697787190093 53.56889334119414),1111,BLATCHFORD AREA
690,43,Evansdale School/Park,9303 150 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.610317,-113.482503,"(53.610316794255645, -113.48250277106592)",POINT (-113.48250277106592 53.610316794255645),2260,EVANSDALE
24132,3820,Northeast Park Playground,903 153 Avenue NE,Playground,Engineered Wood Fibre,Unknown,Senior (6 to 12 years),Parks,,53.609326,-113.328516,"(53.609326162379574, -113.32851589625972)",POINT (-113.32851589625972 53.609326162379574),2690,RURAL NORTH EAST SOUTH STURGEON
665,297,Caernarvon B Playground,114A to 118 Street - 148 to 151 Avenue NW,Playground,Pour In Place Rubber,Unknown,Junior/Senior (18 months to 12 years),Parks,2021/11/12,53.609887,-113.520418,"(53.60988687195885, -113.52041800578375)",POINT (-113.52041800578375 53.60988687195885),3060,CAERNARVON
545,163,Earl Buxton School,250 Rhatigan Road East NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1990/12/31,53.474642,-113.584134,"(53.47464160129353, -113.5841342999289)",POINT (-113.5841342999289 53.47464160129353),5350,RHATIGAN RIDGE
578,133,Ecole Frere Antoine School,2850 Mill Woods Road West NW,Playground,"Pour In Place Rubber, Sand",Unknown,Senior (6 to 12 years),Parks,2006/12/31,53.460346,-113.448982,"(53.460346202399876, -113.44898183618332)",POINT (-113.44898183618332 53.460346202399876),6750,TIPASKAN
596,123,Bonnie Doon Park,9263 94 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2011/12/31,53.527388,-113.470866,"(53.5273875440697, -113.4708657916566)",POINT (-113.4708657916566 53.5273875440697),6040,BONNIE DOON
879,107,Wedgewood Heights Park Playground,Wedgewood Boulevard NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.480512,-113.646571,"(53.480511712883015, -113.64657078437286)",POINT (-113.64657078437286 53.480511712883015),4570,WEDGEWOOD HEIGHTS
693,35,Bannerman Park,23 Street - 140 Avenue,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.604008,-113.378583,"(53.60400846891946, -113.37858328863818)",POINT (-113.37858328863818 53.60400846891946),2030,BANNERMAN
903,1926,Terrace Heights Park,6702 - 101A AVENUE NW,Playground,"Pour In Place Rubber, Sand",Unknown,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.543605,-113.433998,"(53.54360474455878, -113.43399827014886)",POINT (-113.43399827014886 53.54360474455878),6620,RIVER VALLEY GOLD BAR
653,3580,Elsinore Chambery Park Playground,"176 Avenue, Between 104-107 Street",Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2009/12/31,53.641026,-113.505985,"(53.641025929209405, -113.50598481072078)",POINT (-113.50598481072078 53.641025929209405),3190,ELSINORE
713,157,Capilano School,10720 54 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.555628,-113.422376,"(53.5556276423451, -113.42237599101216)",POINT (-113.42237599101216 53.5556276423451),6061,CAPILANO
253,2520,McQueen Playground,10825 McQueen Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.555655,-113.570877,"(53.55565465284029, -113.57087721747035)",POINT (-113.57087721747035 53.55565465284029),3300,MCQUEEN
221,609,McKee School,10725 51 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.487361,-113.509905,"(53.48736066959121, -113.50990545959999)",POINT (-113.50990545959999 53.48736066959121),5170,EMPIRE PARK
215,3463,Jackie Parker Park,50 Street - 44 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2009/12/31,53.484398,-113.424438,"(53.48439759687011, -113.42443828482294)",POINT (-113.42443828482294 53.48439759687011),6500,MILL WOODS GOLF COURSE
251,593,Lansdowne Park,4915 - 124 STREET NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.486944,-113.545922,"(53.486944185975716, -113.54592234521508)",POINT (-113.54592234521508 53.486944185975716),5260,LANSDOWNE
733,154,Fulton Place School,10310 56 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1996/12/31,53.545304,-113.425170,"(53.54530391328112, -113.42517012737275)",POINT (-113.42517012737275 53.54530391328112),6240,FULTON PLACE
